date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-05-15,28,16,0.0,14.5,6,47,01:49 AM,12:33 PM,04:52 AM,07:14 PM,14,22,22,22,30,37,67,0.1,1015,28,10,225,20,baltimore
2020-05-16,26,20,0.0,10.2,5,40,02:17 AM,01:32 PM,04:52 AM,07:15 PM,15,24,24,23,18,60,65,0.6,1014,26,10,177,12,baltimore
2020-05-17,15,11,0.0,9.2,3,34,02:42 AM,02:29 PM,04:51 AM,07:16 PM,12,13,15,13,23,86,82,6.9,1019,15,7,88,18,baltimore
2020-05-18,19,14,0.0,9.2,4,27,03:06 AM,03:26 PM,04:50 AM,07:17 PM,11,16,17,16,22,78,75,0.1,1018,19,10,72,17,baltimore
2020-05-19,19,14,0.0,14.5,5,20,03:31 AM,04:24 PM,04:49 AM,07:17 PM,5,15,16,15,31,27,50,0.0,1020,19,10,76,24,baltimore
2020-05-20,16,11,0.0,14.5,4,13,03:55 AM,05:23 PM,04:48 AM,07:18 PM,5,11,13,11,32,31,56,0.0,1026,16,10,87,26,baltimore
2020-05-21,18,10,0.0,9.2,3,7,04:22 AM,06:22 PM,04:48 AM,07:19 PM,9,12,14,12,25,83,74,0.1,1027,18,10,87,19,baltimore
2020-05-22,17,12,0.0,9.2,4,0,04:53 AM,07:24 PM,04:47 AM,07:20 PM,15,14,15,14,18,90,95,12.6,1020,17,9,96,12,baltimore
2020-05-23,26,17,0.0,10.3,5,7,05:28 AM,08:25 PM,04:46 AM,07:21 PM,17,22,22,21,13,76,78,3.7,1015,26,9,268,9,baltimore
2020-05-24,20,15,0.0,9.2,4,14,06:09 AM,09:25 PM,04:46 AM,07:22 PM,14,18,18,18,16,91,78,0.8,1021,20,10,97,13,baltimore
2020-05-25,24,15,0.0,12.4,4,21,06:58 AM,10:21 PM,04:45 AM,07:23 PM,14,19,20,19,10,43,73,0.0,1022,24,10,116,8,baltimore
2020-05-26,24,17,0.0,14.5,6,27,07:54 AM,11:12 PM,04:44 AM,07:23 PM,16,20,21,20,11,20,77,0.0,1023,24,10,134,9,baltimore
2020-05-27,25,18,0.0,11.4,5,34,08:56 AM,11:56 PM,04:44 AM,07:24 PM,17,22,22,21,14,68,78,0.1,1023,25,10,137,11,baltimore
2020-05-28,26,19,0.0,9.3,5,41,10:02 AM,No moonset,04:43 AM,07:25 PM,20,23,23,22,29,89,86,10.6,1018,26,8,152,20,baltimore
2020-05-29,28,22,0.0,9.3,6,48,11:12 AM,12:35 AM,04:43 AM,07:26 PM,20,26,26,24,23,88,79,9.6,1014,28,9,199,15,baltimore
2020-05-30,26,21,0.0,14.5,6,54,12:21 PM,01:10 AM,04:42 AM,07:26 PM,14,24,24,23,20,30,58,0.9,1013,26,10,293,15,baltimore
2020-05-31,20,14,0.0,14.5,5,61,01:33 PM,01:42 AM,04:42 AM,07:27 PM,5,17,18,17,24,3,45,0.0,1019,20,10,289,19,baltimore
2020-06-01,22,14,0.0,14.5,5,68,02:44 PM,02:12 AM,04:41 AM,07:28 PM,5,18,19,18,17,11,42,0.0,1022,22,10,243,14,baltimore
2020-06-02,17,12,0.0,10.3,4,75,03:57 PM,02:43 AM,04:41 AM,07:28 PM,9,16,16,16,10,55,59,1.0,1017,17,10,217,8,baltimore
2020-06-03,32,17,0.0,14.5,7,82,05:11 PM,03:15 AM,04:41 AM,07:29 PM,16,25,25,25,25,26,62,0.5,1008,32,10,255,16,baltimore
2020-06-04,32,24,0.0,13.5,6,88,06:24 PM,03:51 AM,04:40 AM,07:30 PM,18,29,29,27,19,49,64,32.3,1010,32,9,233,13,baltimore
2020-06-05,30,22,0.0,10.4,6,95,07:37 PM,04:32 AM,04:40 AM,07:30 PM,19,28,28,25,15,69,69,7.8,1012,30,9,201,11,baltimore
2020-06-06,31,23,0.0,12.4,6,98,08:43 PM,05:20 AM,04:40 AM,07:31 PM,19,28,28,27,18,58,64,11.8,1009,31,9,270,12,baltimore
2020-06-07,25,19,0.0,14.5,6,91,09:43 PM,06:14 AM,04:40 AM,07:32 PM,11,23,23,22,22,10,50,0.0,1013,25,10,245,17,baltimore
2020-06-08,28,17,0.0,14.5,6,85,10:32 PM,07:14 AM,04:40 AM,07:32 PM,10,23,23,22,12,4,46,0.0,1018,28,10,128,10,baltimore
2020-06-09,28,21,0.0,14.5,7,78,11:14 PM,08:16 AM,04:39 AM,07:33 PM,14,26,26,24,14,2,52,0.0,1016,28,10,197,11,baltimore
2020-06-10,30,24,0.0,11.4,6,71,11:49 PM,09:19 AM,04:39 AM,07:33 PM,21,29,29,27,25,57,72,2.9,1013,30,10,185,18,baltimore
2020-06-11,28,25,0.0,9.3,6,64,No moonrise,10:20 AM,04:39 AM,07:34 PM,20,28,28,26,24,82,69,12.3,1016,28,9,254,16,baltimore
2020-06-12,29,21,0.0,14.5,7,58,12:18 AM,11:21 AM,04:39 AM,07:34 PM,11,25,25,25,15,3,44,0.0,1020,29,10,327,11,baltimore
2020-06-13,23,17,0.0,14.5,6,51,12:45 AM,12:19 PM,04:39 AM,07:35 PM,9,20,21,20,18,34,48,0.0,1021,23,10,60,15,baltimore
2020-06-14,22,15,0.0,13.5,4,44,01:10 AM,01:17 PM,04:39 AM,07:35 PM,8,18,19,18,15,46,51,0.1,1026,22,10,53,12,baltimore
2020-06-15,24,17,0.0,14.5,6,37,01:34 AM,02:14 PM,04:39 AM,07:35 PM,11,20,21,20,18,23,56,0.0,1026,24,10,83,15,baltimore
2020-06-16,24,17,0.0,14.5,6,30,01:58 AM,03:12 PM,04:39 AM,07:36 PM,12,21,21,21,17,14,59,0.0,1027,24,10,82,14,baltimore
2020-06-17,22,17,0.0,9.4,4,24,02:24 AM,04:11 PM,04:39 AM,07:36 PM,15,19,20,19,20,83,76,0.3,1023,22,9,80,16,baltimore
2020-06-18,24,19,0.0,9.4,5,17,02:53 AM,05:12 PM,04:39 AM,07:36 PM,18,21,22,21,23,90,84,12.3,1020,24,8,103,16,baltimore
2020-06-19,28,21,0.0,9.4,6,10,03:27 AM,06:14 PM,04:40 AM,07:36 PM,18,26,26,24,18,77,71,4.4,1018,28,10,160,14,baltimore
2020-06-20,28,22,0.0,11.4,6,3,04:05 AM,07:16 PM,04:40 AM,07:37 PM,19,27,27,25,19,51,71,3.4,1016,28,10,173,14,baltimore
2020-06-21,29,22,0.0,9.4,6,3,04:52 AM,08:14 PM,04:40 AM,07:37 PM,20,27,27,25,16,73,73,8.1,1015,29,9,156,12,baltimore
2020-06-22,31,23,0.0,11.4,6,10,05:46 AM,09:08 PM,04:40 AM,07:37 PM,20,29,29,27,14,70,69,7.8,1013,31,9,151,10,baltimore
2020-06-23,32,24,0.0,14.5,6,17,06:47 AM,09:56 PM,04:41 AM,07:37 PM,20,31,31,28,16,40,64,14.0,1009,32,9,207,11,baltimore
2020-06-24,29,24,0.0,14.5,7,24,07:54 AM,10:37 PM,04:41 AM,07:37 PM,16,27,27,26,19,24,57,5.8,1008,29,9,271,15,baltimore
2020-06-25,30,23,0.0,13.5,6,31,09:03 AM,11:13 PM,04:41 AM,07:37 PM,16,27,27,26,7,44,54,1.0,1013,30,10,176,6,baltimore
2020-06-26,29,23,0.0,14.5,7,37,10:13 AM,11:45 PM,04:42 AM,07:37 PM,16,27,27,26,13,39,55,2.4,1016,29,10,280,10,baltimore
2020-06-27,33,24,0.0,14.5,7,44,11:24 AM,No moonset,04:42 AM,07:37 PM,18,30,30,28,22,24,54,0.0,1011,33,10,248,16,baltimore
2020-06-28,31,24,0.0,10.4,6,51,12:33 PM,12:15 AM,04:42 AM,07:37 PM,20,29,29,27,20,66,64,9.5,1008,31,9,272,15,baltimore
2020-06-29,31,24,0.0,14.5,7,58,01:44 PM,12:45 AM,04:43 AM,07:37 PM,18,29,29,28,16,9,56,0.0,1010,31,10,212,13,baltimore
2020-06-30,30,23,0.0,13.5,6,64,02:55 PM,01:16 AM,04:43 AM,07:37 PM,17,28,28,26,15,38,55,1.8,1011,30,10,220,12,baltimore
2020-07-01,30,23,0.0,13.5,6,71,04:07 PM,01:49 AM,04:44 AM,07:37 PM,18,28,28,26,10,42,60,3.5,1010,30,10,158,8,baltimore
2020-07-02,31,23,0.0,14.5,7,78,05:18 PM,02:26 AM,04:44 AM,07:37 PM,18,29,29,27,15,9,58,0.0,1011,31,10,301,12,baltimore
2020-07-03,34,26,0.0,14.5,8,85,06:26 PM,03:10 AM,04:45 AM,07:37 PM,18,32,32,30,15,18,51,0.3,1011,34,10,314,11,baltimore
2020-07-04,31,25,0.0,11.4,6,92,07:29 PM,04:01 AM,04:45 AM,07:37 PM,20,30,30,28,16,66,63,4.8,1012,31,10,132,13,baltimore
2020-07-05,34,25,0.0,13.5,7,98,08:22 PM,04:58 AM,04:46 AM,07:36 PM,18,31,31,29,7,37,53,0.3,1014,34,10,244,6,baltimore
2020-07-06,34,25,0.0,13.5,7,95,09:08 PM,05:59 AM,04:46 AM,07:36 PM,21,32,32,30,11,24,60,18.0,1016,34,9,168,8,baltimore
2020-07-07,33,25,0.0,13.5,7,88,09:46 PM,07:03 AM,04:47 AM,07:36 PM,21,31,31,29,16,55,62,3.4,1016,33,9,191,13,baltimore
2020-07-08,31,26,0.0,14.5,7,81,10:18 PM,08:06 AM,04:48 AM,07:35 PM,21,30,30,28,16,22,67,2.4,1015,31,10,171,13,baltimore
2020-07-09,31,26,0.0,14.5,7,75,10:46 PM,09:08 AM,04:48 AM,07:35 PM,21,30,30,28,15,11,69,0.0,1014,31,10,120,12,baltimore
2020-07-10,31,24,0.0,9.3,6,68,11:12 PM,10:07 AM,04:49 AM,07:35 PM,22,30,30,27,17,79,76,2.5,1011,31,10,45,14,baltimore
2020-07-11,32,26,0.0,10.3,6,61,11:36 PM,11:05 AM,04:50 AM,07:34 PM,20,31,31,29,16,63,62,4.9,1007,32,10,233,12,baltimore
2020-07-12,32,25,0.0,13.5,6,54,No moonrise,12:03 PM,04:50 AM,07:34 PM,18,30,30,28,16,31,55,0.6,1009,32,10,243,12,baltimore
2020-07-13,30,24,0.0,11.4,6,48,12:00 AM,01:01 PM,04:51 AM,07:33 PM,19,28,28,27,6,56,62,2.6,1010,30,10,212,5,baltimore
2020-07-14,31,23,0.0,14.5,7,41,12:25 AM,01:59 PM,04:52 AM,07:33 PM,16,28,28,27,12,4,51,0.0,1015,31,10,324,10,baltimore
2020-07-15,32,24,0.0,14.5,7,34,12:53 AM,02:59 PM,04:53 AM,07:32 PM,17,29,29,28,9,12,53,0.0,1019,32,10,163,8,baltimore
2020-07-16,29,24,0.0,12.4,6,27,01:24 AM,04:00 PM,04:53 AM,07:32 PM,20,28,28,26,21,54,70,0.4,1022,29,10,153,17,baltimore
2020-07-17,33,24,0.0,10.3,6,20,02:00 AM,05:02 PM,04:54 AM,07:31 PM,21,31,31,28,18,67,67,3.0,1018,33,10,198,14,baltimore
2020-07-18,34,27,0.0,12.4,7,14,02:43 AM,06:02 PM,04:55 AM,07:30 PM,21,33,33,30,6,52,58,1.5,1017,34,10,187,4,baltimore
2020-07-19,34,29,0.0,13.4,7,7,03:35 AM,06:59 PM,04:56 AM,07:30 PM,22,34,34,31,11,25,59,4.1,1015,34,10,175,9,baltimore
2020-07-20,34,28,0.0,12.4,7,0,04:34 AM,07:50 PM,04:57 AM,07:29 PM,22,34,34,31,16,39,58,1.0,1013,34,10,261,12,baltimore
2020-07-21,33,26,0.0,13.4,6,7,05:41 AM,08:34 PM,04:57 AM,07:28 PM,19,32,32,29,13,61,56,4.2,1016,33,10,112,10,baltimore
2020-07-22,35,26,0.0,11.3,7,13,06:50 AM,09:13 PM,04:58 AM,07:27 PM,21,34,34,30,8,60,59,17.8,1015,35,9,225,6,baltimore
2020-07-23,34,25,0.0,13.4,7,20,08:02 AM,09:47 PM,04:59 AM,07:27 PM,21,32,32,29,11,60,64,50.1,1016,34,9,213,8,baltimore
2020-07-24,33,28,0.0,12.3,7,27,09:14 AM,10:18 PM,05:00 AM,07:26 PM,21,33,33,30,6,47,60,1.7,1016,33,10,182,5,baltimore
2020-07-25,32,26,0.0,10.0,6,34,10:25 AM,10:48 PM,05:01 AM,07:25 PM,23,33,33,29,6,66,69,3.5,1017,32,10,140,5,baltimore
2020-07-26,34,27,0.0,13.4,7,41,11:36 AM,11:19 PM,05:02 AM,07:24 PM,21,33,33,31,8,40,59,0.4,1016,34,10,206,7,baltimore
2020-07-27,35,28,0.0,14.2,8,47,12:46 PM,11:51 PM,05:03 AM,07:23 PM,18,33,33,32,11,15,46,0.0,1012,35,10,278,9,baltimore
2020-07-28,34,28,0.0,12.2,7,54,01:57 PM,No moonset,05:04 AM,07:22 PM,21,33,33,30,17,40,57,3.3,1010,34,10,279,13,baltimore
2020-07-29,34,26,0.0,14.2,8,61,03:07 PM,12:26 AM,05:04 AM,07:21 PM,18,31,31,30,12,19,48,0.7,1013,34,10,285,10,baltimore
2020-07-30,34,27,0.0,13.4,7,68,04:14 PM,01:06 AM,05:05 AM,07:20 PM,19,32,32,30,10,41,52,1.2,1012,34,10,112,8,baltimore
2020-07-31,28,25,0.0,11.1,6,74,05:18 PM,01:53 AM,05:06 AM,07:19 PM,19,28,28,27,6,58,63,2.5,1010,28,9,114,5,baltimore
2020-08-01,30,24,0.0,11.1,6,81,06:14 PM,02:47 AM,05:07 AM,07:18 PM,22,29,29,26,10,75,76,8.5,1012,30,9,99,8,baltimore
2020-08-02,34,25,0.0,12.2,7,88,07:02 PM,03:46 AM,05:08 AM,07:17 PM,22,32,32,29,24,63,67,8.2,1012,34,9,182,18,baltimore
2020-08-03,29,25,0.0,8.8,6,95,07:43 PM,04:48 AM,05:09 AM,07:16 PM,20,28,28,27,19,75,66,20.7,1017,29,9,214,13,baltimore
2020-08-04,29,21,0.0,11.1,5,100,08:17 PM,05:52 AM,05:10 AM,07:15 PM,20,26,26,24,19,72,77,121.8,1012,29,7,205,15,baltimore
2020-08-05,32,25,0.0,12.2,6,92,08:47 PM,06:54 AM,05:11 AM,07:14 PM,20,30,30,28,9,63,63,4.9,1014,32,9,205,7,baltimore
2020-08-06,31,25,0.0,9.9,6,85,09:14 PM,07:55 AM,05:12 AM,07:13 PM,21,30,30,28,15,69,66,17.1,1017,31,9,97,10,baltimore
2020-08-07,29,23,0.0,9.9,6,78,09:38 PM,08:54 AM,05:13 AM,07:11 PM,22,29,29,26,14,74,78,16.1,1017,29,9,86,10,baltimore
2020-08-08,30,24,0.0,14.0,7,71,10:02 PM,09:52 AM,05:14 AM,07:10 PM,21,30,30,27,13,31,70,15.6,1018,30,9,62,10,baltimore
2020-08-09,32,26,0.0,13.3,6,65,10:26 PM,10:50 AM,05:14 AM,07:09 PM,21,31,31,29,4,52,62,0.6,1019,32,10,206,3,baltimore
2020-08-10,34,27,0.0,13.9,7,58,10:53 PM,11:48 AM,05:15 AM,07:08 PM,21,33,33,30,7,19,60,0.1,1016,34,10,187,5,baltimore
2020-08-11,34,26,0.0,12.2,7,51,11:22 PM,12:46 PM,05:16 AM,07:06 PM,21,32,32,29,16,32,61,0.4,1015,34,10,186,12,baltimore
2020-08-12,33,27,0.0,12.2,7,44,11:55 PM,01:47 PM,05:17 AM,07:05 PM,21,33,33,30,9,48,63,2.2,1016,33,10,190,7,baltimore
2020-08-13,26,23,0.0,11.0,5,38,No moonrise,02:47 PM,05:18 AM,07:04 PM,21,27,27,25,18,62,78,28.5,1017,26,8,71,11,baltimore
2020-08-14,29,24,0.0,11.0,6,31,12:34 AM,03:48 PM,05:19 AM,07:03 PM,21,28,28,26,21,67,76,18.6,1015,29,9,71,14,baltimore
2020-08-15,24,23,0.0,9.8,5,24,01:22 AM,04:45 PM,05:20 AM,07:01 PM,19,25,25,23,24,85,76,12.9,1013,24,9,80,19,baltimore
2020-08-16,23,19,0.0,8.6,5,17,02:17 AM,05:39 PM,05:21 AM,07:00 PM,18,21,22,21,21,93,83,53.0,1013,23,7,42,17,baltimore
2020-08-17,29,21,0.0,9.6,6,10,03:21 AM,06:27 PM,05:22 AM,06:58 PM,18,25,25,24,5,80,71,0.5,1012,29,10,256,4,baltimore
2020-08-18,29,23,0.0,12.0,6,4,04:30 AM,07:09 PM,05:23 AM,06:57 PM,17,27,27,26,9,43,58,0.6,1011,29,10,245,7,baltimore
2020-08-19,28,22,0.0,12.0,6,3,05:44 AM,07:45 PM,05:24 AM,06:56 PM,14,26,26,25,9,44,53,0.1,1014,28,10,162,7,baltimore
2020-08-20,27,20,0.0,13.3,6,10,06:57 AM,08:18 PM,05:25 AM,06:54 PM,15,25,25,24,13,18,59,0.4,1017,27,10,77,11,baltimore
2020-08-21,28,22,0.0,13.3,6,17,08:10 AM,08:49 PM,05:26 AM,06:53 PM,19,27,27,25,11,45,71,0.8,1016,28,10,137,9,baltimore
2020-08-22,30,24,0.0,8.3,6,23,09:24 AM,09:20 PM,05:27 AM,06:51 PM,20,29,29,27,8,75,68,11.0,1014,30,9,149,6,baltimore
2020-08-23,33,24,0.0,12.0,6,30,10:36 AM,09:52 PM,05:27 AM,06:50 PM,21,30,30,28,6,50,66,2.2,1016,33,10,177,5,baltimore
2020-08-24,32,26,0.0,10.8,6,37,11:48 AM,10:26 PM,05:28 AM,06:48 PM,20,31,31,29,13,63,60,2.8,1016,32,10,278,10,baltimore
2020-08-25,32,25,0.0,13.2,7,44,12:59 PM,11:06 PM,05:29 AM,06:47 PM,20,31,31,29,21,15,60,0.1,1013,32,10,282,16,baltimore
2020-08-26,29,24,0.0,13.2,7,50,02:08 PM,11:50 PM,05:30 AM,06:45 PM,15,27,27,26,14,15,51,0.0,1015,29,10,222,11,baltimore
2020-08-27,33,25,0.0,13.1,6,57,03:12 PM,No moonset,05:31 AM,06:44 PM,19,31,31,28,22,23,58,0.1,1012,33,10,254,16,baltimore
2020-08-28,34,27,0.0,12.0,7,64,04:10 PM,12:41 AM,05:32 AM,06:42 PM,20,32,32,30,22,58,58,2.2,1011,34,10,274,16,baltimore
2020-08-29,27,24,0.0,8.2,6,71,05:00 PM,01:38 AM,05:33 AM,06:41 PM,21,28,28,25,20,67,78,14.3,1005,27,9,241,14,baltimore
2020-08-30,27,21,0.0,13.1,6,78,05:42 PM,02:39 AM,05:34 AM,06:39 PM,14,25,25,24,19,23,56,0.9,1008,27,10,318,15,baltimore
2020-08-31,23,22,0.0,12.0,5,84,06:18 PM,03:42 AM,05:35 AM,06:38 PM,16,25,25,23,12,50,68,6.2,1016,23,9,124,10,baltimore
2020-09-01,23,15,0.0,8.1,5,91,06:48 PM,04:44 AM,05:36 AM,06:36 PM,18,21,23,21,21,86,80,17.1,1018,23,7,123,16,baltimore
2020-09-02,31,24,0.0,8.1,6,98,07:16 PM,05:45 AM,05:37 AM,06:35 PM,22,30,30,27,18,85,75,1.7,1012,31,10,195,13,baltimore
2020-09-03,32,25,0.0,13.0,6,95,07:41 PM,06:45 AM,05:38 AM,06:33 PM,22,31,31,28,11,55,69,2.6,1010,32,10,257,8,baltimore
2020-09-04,29,23,0.0,12.9,7,89,08:05 PM,07:43 AM,05:38 AM,06:31 PM,17,27,27,26,19,19,58,2.6,1013,29,10,290,15,baltimore
2020-09-05,27,18,0.0,12.9,6,82,08:28 PM,08:41 AM,05:39 AM,06:30 PM,9,23,23,23,14,9,43,0.0,1024,27,10,266,11,baltimore
2020-09-06,28,21,0.0,12.9,7,75,08:54 PM,09:39 AM,05:40 AM,06:28 PM,12,26,26,24,9,6,47,0.0,1023,28,10,217,8,baltimore
2020-09-07,27,22,0.0,12.9,7,68,09:21 PM,10:36 AM,05:41 AM,06:27 PM,15,26,26,24,16,6,56,0.0,1018,27,10,170,12,baltimore
2020-09-08,29,23,0.0,12.8,7,61,09:52 PM,11:36 AM,05:42 AM,06:25 PM,20,28,28,26,12,15,72,0.0,1020,29,10,141,10,baltimore
2020-09-09,26,22,0.0,11.9,5,55,10:28 PM,12:35 PM,05:43 AM,06:23 PM,20,26,26,24,13,51,76,0.3,1024,26,10,86,11,baltimore
2020-09-10,30,24,0.0,10.6,6,48,11:11 PM,01:35 PM,05:44 AM,06:22 PM,21,28,28,26,6,70,75,8.6,1023,30,10,78,4,baltimore
2020-09-11,27,23,0.0,10.6,6,41,No moonrise,02:33 PM,05:45 AM,06:20 PM,21,27,27,25,15,75,79,11.4,1019,27,10,29,11,baltimore
2020-09-12,22,21,0.0,8.0,5,34,12:02 AM,03:28 PM,05:46 AM,06:19 PM,17,21,23,21,24,94,74,2.1,1021,22,9,91,19,baltimore
2020-09-13,26,20,0.0,7.9,5,28,01:01 AM,04:17 PM,05:47 AM,06:17 PM,18,24,24,23,14,83,75,0.8,1018,26,10,138,11,baltimore
2020-09-14,25,21,0.0,12.7,5,21,02:07 AM,05:01 PM,05:47 AM,06:15 PM,15,25,25,23,21,41,61,8.6,1019,25,9,261,16,baltimore
2020-09-15,23,13,0.0,12.7,5,14,03:18 AM,05:40 PM,05:48 AM,06:14 PM,7,18,19,18,16,0,49,0.0,1026,23,10,67,13,baltimore
2020-09-16,24,18,0.0,12.6,5,7,04:32 AM,06:14 PM,05:49 AM,06:12 PM,13,21,22,21,14,17,64,0.0,1022,24,10,171,11,baltimore
2020-09-17,26,19,0.0,12.6,5,1,05:47 AM,06:46 PM,05:50 AM,06:11 PM,17,23,23,22,12,35,72,2.3,1017,26,10,206,9,baltimore
2020-09-18,20,17,0.0,7.9,4,6,07:02 AM,07:18 PM,05:51 AM,06:09 PM,14,19,19,19,19,94,73,14.9,1016,20,9,55,16,baltimore
2020-09-19,18,12,0.0,12.6,5,13,08:17 AM,07:50 PM,05:52 AM,06:07 PM,2,14,15,14,21,0,40,0.0,1025,18,10,26,17,baltimore
2020-09-20,19,12,0.0,12.5,5,20,09:33 AM,08:24 PM,05:53 AM,06:06 PM,3,15,15,15,17,1,43,0.0,1030,19,10,36,14,baltimore
2020-09-21,20,13,0.0,12.5,5,27,10:47 AM,09:03 PM,05:54 AM,06:04 PM,3,16,16,16,13,1,42,0.0,1032,20,10,41,11,baltimore
2020-09-22,22,14,0.0,12.5,5,33,11:59 AM,09:47 PM,05:55 AM,06:03 PM,4,18,18,18,12,0,41,0.0,1023,22,10,295,10,baltimore
2020-09-23,25,15,0.0,12.5,6,40,01:07 PM,10:36 PM,05:56 AM,06:01 PM,9,20,21,20,20,5,49,0.0,1015,25,10,301,14,baltimore
2020-09-24,26,20,0.0,11.6,6,47,02:07 PM,11:32 PM,05:57 AM,05:59 PM,14,23,23,22,11,23,58,0.0,1016,26,10,236,7,baltimore
2020-09-25,25,18,0.0,11.6,5,54,02:59 PM,No moonset,05:57 AM,05:58 PM,13,21,21,21,14,30,61,0.0,1018,25,10,196,10,baltimore
2020-09-26,24,19,0.0,7.4,5,60,03:44 PM,12:32 AM,05:58 AM,05:56 PM,18,21,22,21,14,67,83,17.5,1018,24,8,147,10,baltimore
2020-09-27,26,20,0.0,11.6,5,67,04:20 PM,01:34 AM,05:59 AM,05:55 PM,18,24,24,22,11,53,78,0.2,1015,26,10,156,8,baltimore
2020-09-28,28,21,0.0,11.5,5,74,04:52 PM,02:36 AM,06:00 AM,05:53 PM,19,25,25,24,21,39,74,0.8,1011,28,10,185,16,baltimore
2020-09-29,25,20,0.0,4.3,5,81,05:20 PM,03:38 AM,06:01 AM,05:52 PM,19,24,24,22,13,81,82,9.3,1011,25,10,174,9,baltimore
2020-09-30,21,15,0.0,8.7,4,88,05:45 PM,04:37 AM,06:02 AM,05:50 PM,10,17,18,17,19,50,63,9.5,1009,21,9,280,16,baltimore
2020-10-01,22,17,0.0,8.7,4,94,06:09 PM,05:36 AM,06:03 AM,05:48 PM,9,19,20,19,16,24,51,0.1,1013,22,10,245,12,baltimore
2020-10-02,19,14,0.0,8.7,4,100,06:32 PM,06:33 AM,06:04 AM,05:47 PM,8,16,16,16,14,48,58,10.5,1016,19,9,260,12,baltimore
2020-10-03,21,12,0.0,8.7,5,92,06:57 PM,07:32 AM,06:05 AM,05:45 PM,5,16,17,16,13,7,48,0.0,1022,21,10,299,10,baltimore
2020-10-04,20,14,0.0,8.7,5,85,07:23 PM,08:29 AM,06:06 AM,05:44 PM,7,17,17,17,10,22,51,0.0,1023,20,10,146,8,baltimore
2020-10-05,21,15,0.0,8.7,4,79,07:52 PM,09:28 AM,06:07 AM,05:42 PM,9,18,18,18,11,38,55,0.1,1020,21,10,286,9,baltimore
2020-10-06,23,13,0.0,8.7,6,72,08:26 PM,10:27 AM,06:08 AM,05:41 PM,11,19,20,19,10,0,58,0.0,1019,23,10,227,8,baltimore
2020-10-07,25,15,0.0,8.7,6,65,09:06 PM,11:27 AM,06:09 AM,05:39 PM,10,20,21,20,24,6,52,0.0,1011,25,10,258,17,baltimore
2020-10-08,19,15,0.0,8.7,5,58,09:52 PM,12:24 PM,06:10 AM,05:38 PM,6,17,17,17,22,1,49,0.0,1017,19,10,313,17,baltimore
2020-10-09,22,16,0.0,8.7,5,52,10:46 PM,01:19 PM,06:11 AM,05:36 PM,8,18,18,18,14,2,51,0.0,1023,22,10,196,11,baltimore
2020-10-10,25,16,0.0,8.7,6,45,11:48 PM,02:09 PM,06:12 AM,05:34 PM,13,20,21,20,21,16,66,0.0,1018,25,10,216,15,baltimore
2020-10-11,23,19,0.0,4.2,5,38,No moonrise,02:54 PM,06:13 AM,05:33 PM,17,20,21,20,12,78,83,15.6,1018,23,9,204,9,baltimore
2020-10-12,18,17,0.0,4.2,4,31,12:55 AM,03:34 PM,06:14 AM,05:31 PM,16,17,17,17,25,99,91,57.1,1013,18,5,57,19,baltimore
2020-10-13,21,12,0.0,5.7,4,24,02:06 AM,04:09 PM,06:15 AM,05:30 PM,14,18,19,18,18,56,74,0.2,1012,21,9,265,14,baltimore
2020-10-14,24,14,0.0,8.7,5,18,03:20 AM,04:41 PM,06:16 AM,05:29 PM,7,18,18,18,13,3,48,0.0,1017,24,10,277,10,baltimore
2020-10-15,23,15,0.0,8.7,5,11,04:34 AM,05:13 PM,06:17 AM,05:27 PM,10,19,19,19,25,6,58,0.0,1015,23,10,203,18,baltimore
2020-10-16,14,12,0.0,5.7,3,4,05:50 AM,05:44 PM,06:18 AM,05:26 PM,6,13,14,13,18,74,59,0.7,1022,14,10,286,14,baltimore
2020-10-17,17,5,0.0,8.7,4,3,07:06 AM,06:18 PM,06:19 AM,05:24 PM,1,10,12,10,15,9,48,0.4,1026,17,10,310,12,baltimore
2020-10-18,17,13,0.0,8.7,5,9,08:23 AM,06:55 PM,06:20 AM,05:23 PM,4,15,15,15,11,2,50,0.0,1029,17,10,171,9,baltimore
2020-10-19,20,14,0.0,8.7,4,16,09:40 AM,07:38 PM,06:21 AM,05:21 PM,12,16,16,16,12,35,76,0.0,1026,20,10,172,9,baltimore
2020-10-20,24,15,0.0,8.7,5,23,10:53 AM,08:27 PM,06:22 AM,05:20 PM,14,19,19,19,13,26,74,0.0,1024,24,10,171,9,baltimore
2020-10-21,25,19,0.0,5.6,5,30,11:59 AM,09:23 PM,06:23 AM,05:19 PM,18,22,22,21,15,58,84,0.5,1024,25,9,169,10,baltimore
2020-10-22,26,19,0.0,8.7,6,37,12:56 PM,10:23 PM,06:24 AM,05:17 PM,18,23,23,22,8,6,76,0.0,1023,26,10,145,6,baltimore
2020-10-23,23,19,0.0,8.7,6,43,01:44 PM,11:26 PM,06:25 AM,05:16 PM,16,21,22,21,13,22,77,0.0,1021,23,10,170,10,baltimore
2020-10-24,24,18,0.0,7.2,5,50,02:23 PM,No moonset,06:26 AM,05:15 PM,15,20,21,20,13,39,72,1.9,1017,24,10,252,9,baltimore
